likert_0,likert_1,likert_2,likert_3,likert_4,likert_5,slider_0,slider_1,free_response_1,free_response_2,free_response_3,participant_id,prompt_id,condition
6,5,7,3,7,7,90,50,"I mostly used the AI for sentence clarity and proofreading assistance. I didn't implement any argumentative content feedback. While some sentences were rewritten, the essence of the essay remained the same. ","I didn't ask the AI to change any of my ideas. However, during the revising process some of the ideas might have subtly changed when I asked the AI for sentence clarity and proofreading help. That's why I rated it 90% me and not 100%.","Even though the ideas were mine, I did rely on AI to help me execute expressing those ideas. I think it's fair to say that there's equal attribution. ",5f974c72a0ed8c0f9ce724ea,a3,4
6,6,6,7,5,6,100,85,"The AI really didn't change any of the content - it was surprising to see how it only added things to the arguments. Like adding an example to some of the statements I made. I feel with stuff like that, I can be confident in calling the essay ""truly"" mine.","As I said before, the AI really didn't give any ideas, it just expanded on the stuff I had already written - such as giving an example to the statements I had said. So I am confident in saying 100% ideas were mine, and I gave more credit to the AI for the final text because it fixed some typos and gave some nice examples and suggestions to add in.","I was hoping the AI could advise me on the broader structure of my essay, to see if it was done properly, as I am not sure what the customs and expectations are these days. Maybe the AI didn't find any problem with it, or maybe the AI wasn't trained to check on that. It would have been nice to get some help with that. I used a pretty simple, introduction, then some talk about problems, then some talk about solutions and basically a conclusion. Hope it was ok",5721b3054d5b26001301f651,b3,4
6,6,6,3,7,7,65,97,,,,67d18c20050ecfd766de3af3,b1,2
5,5,4,2,4,6,100,100,"As stated in the essay, I feel the question presented by the topic was a bit leading, and forced the user to think about the situation in a narrow mindset.","I generated my outline first, and then I clicked the AI 'generate ideas for me' button just to see what it did. I read the ideas it generated, but then did not click any further buttons to have it generate an outline. I didn't use any of the outline ideas generated by the AI, and I retained the ideas I had written beforehand.","I think the idea of copyright is a convenience for humans, but on a technical level it is somewhat intractable. For many practical purposes it is very useful, but when someone 'toes the line' a lot of subjectivity can be introduced.",5fc4868e1e58465b64455779,a3,2
4,5,6,7,5,7,96,20,"I wrote the outline and put forward all the arguments for the essay. It was my ideas which were fleshed-out by the AI for the essay, and I could have easily written a comparable essay on my own, without the help of AI. ","I wrote the outline, which basically contained all the main ideas in the essay. AI actually wrote the essay and I removed some things and added some things, but I still left a portion of the essay as is, because it reflected the ideas from my outline well enough. ","In a case where someone comes up with most of the ideas or arguments, but has AI use those idea or arguments in order to write a piece of text, I believe that disclosure of AI help is necessary and fair. ",665e680164927b18554b66ec,a1,3
7,7,7,1,7,7,0,0,"Unless I missed something major, there was no option to use AI, it was specifically disallowed. I didn't do any research or copy any sources, so it could only have been my work","Again, I didn't use AI or anything other than my own thoughts",,62c5d0cfdf443d24e054d302,a3,1
5,6,7,4,5,5,72,74,,,,677fbf2241c218ac3f28b1cb,a1,4
3,5,7,6,4,6,80,80,"The AI offered several points that I was simply not aware of. While I chose whether or not to add them, adding them seemed like a no-brainer - but they were also not my ideas, borne of my own research. I simply trusted the AI to be correct on these issues I had not considered.","While the AI strengthened arguments I made with additional knowledge I did not have or did not consider, it was still building off of my arguments.","I like the interface! I like it being broken into multiple functions that I could re-run after modifying. It was simple and easy to use, and I felt it added additional value and insight to my argument. ",5928df79366dc80001d0b788,b1,4
7,7,7,1,6,6,100,100,this was truly my essay.  I didn't use AI at all although i would have preferred it so it could have made the essay sound better.  Im a terrible writer.  ,"i didn't use AI.  It stated not to
",,66926bdaacd865fc152ef5ff,b1,1
6,5,6,6,7,3,93,81,I feel that he phrasing and word choice is unique to me and not one that AI can replicate well.,I chose all of the most relevant subjects and the Ai just elaborated upon them.,"I didn't notice any errors or typos and had no issues at all, thank you!",58462977d2be990001174ae3,b2,4
7,7,7,1,7,7,100,100,,,No. Thank you.,5de30dd39a9da5342d09f2e8,b1,2
7,7,7,1,7,7,100,100,I wrote everything entirely ,,,67d41d29479463a26163080b,b1,4
7,7,7,1,7,7,100,0,I wrote it by myself without any outside help. ,"I write everything ,myself. ",No,67e8aa454848956e5e32c19d,a1,2
7,7,7,1,7,7,100,100,I wrote all of it without assistance.,I wrote without AI assistance.,No. ,63852fbf95d78ba25b99005e,a1,2
7,7,7,5,7,7,100,100,,I wrote and thought of it all myself,,664b530d4cf8b88b68548a11,b3,4
2,4,3,5,7,5,75,14,I feel the AI added a fair amount to it so I'm unsure if its still truly mine,,,5980fff19bf4fe0001070984,b1,4
6,6,5,2,6,6,100,100,I didn't use AI to write it,Because I wrote it all myself,,66a1fc85343b3affee39f729,a2,4
6,7,7,5,6,7,90,99,The only AI I used was to formulate the outline (which I subsequently changed).  It helped shake off the writer's block in a timed even.t,I wrote the essay.,Cool assignment.  Thank you.,65352328ddb089d098ab5d36,b1,2
6,6,6,2,7,7,99,99,I wrote this paper from scratch. All the ideas in it are entirely my work. Very minimal work work done with assistance of the AI in proofreading and editing,"I synthesized common arguments about student loan forgiveness and alternatives into a balanced, straightforward essay that reflects my own analysis of the issue ",,67f1eb2d9ccd34a445b0e325,b3,4
7,7,7,3,7,7,100,100,I did not use any AI tool any stage of the writing process.,100,,67cdf158555dc24e9c13714a,b1,1
7,7,7,6,4,6,97,97,,,,665a081994dc662744486887,b1,1
7,5,7,4,7,6,80,33,I was told to edit down to 250 words after being told it had toe be about 300 words.,Because in the end it was my wording the AI gave ideas in the outline I chose..,"Nothing to add, thank you.",65ff13cac7dc7dc6c54458ce,b1,2
7,7,7,1,7,7,100,100,It was mine. I got no help writing it.,Because they were my ideas. I had no assistance from AI.,I thought I would get AI to help reword my essay. But what I submitted was all me.,66aa83dd5d34973838c99ad3,b3,1
6,6,4,4,4,7,100,100,I noticed some spell check corrections that were not mine.,I thought of them in my mind and then typed them.,,5f7542c93ea2c11ba1551c51,a2,1
6,7,6,3,5,5,80,83,"I feel that it was mine because I did not use AI to write it, but I did use AI to further educate me on the subject.",I did use AI to further educate me on the subject but I didn't use it beyond that.,,65c113f79050d9c2915d2e82,b1,1
4,6,6,7,6,7,50,50,It was a refection on my original thoughts,AI improved my orginal idea,no,663595186fd0c6f76c84f144,a1,4
7,7,7,2,7,7,100,100,,"I have used my ideas and created the essay without the use of AI completely. It might not be good, but it reflects my own ideas.",I think I would need more time to use AI for the purpose of writing the essay very well.,5b126ec7c85dc400016220a4,b1,1
7,7,7,1,7,7,100,100,"I feel this essay was truly mine because I shaped the argument in my own voice, connected it to real challenges facing students in the UK and expressed views. I genuinely believe in rather than just repeating generic points.",I attributed the percentage of the text and ideas to myself because the structure and examples came directly from my own reasoning. ,N/A,66a65fa27457d9821eea23b6,b3,2
5,6,5,6,7,4,46,46,"I created most of the text in response to the AI outline, so it is somewhat mine and somewhat from AI. I came up with my own ideas about objections to this technology. ","I made up a decent percentage of the text myself, even if based on the outline.",no,5ce1f31a27efac0018821eed,a2,2
7,6,6,7,5,6,68,54,,,,67f1384261cfa13f4b12db2d,a1,4
6,7,7,7,7,7,79,79,"I primarily only accepted spelling & grammar edits. I disagreed with some of the writing style suggestions - I’m sure some of it is “wordy”, but that is my preferred writing style. I accepted the suggestion to add empirical data in argument suggestions - it was a good one - but in “real life” where I could look up studies and had more time, I would have done this anyway, being completely honest. ",,As the essay indicates this is an area I have some personal vested interest in so it felt easy to write confidently. Perhaps I’d have relied on AI more with an unfamiliar topic.,5a5f7c21ac56240001543340,b1,4
6,6,7,4,6,6,80,90,"I was able to ""get the wheels turning"" with an AI outline, but the content and voice of the actual essay were entirely mine.","Because that's how I write, and I was planning on making essentially the same arguments that were offered in the AI-generated outline I selected.",N/A,66464354449c2d4c2de11537,a1,2
7,7,7,1,7,7,100,100,"I did not use the offered AI assistance and came up with all of the information on my own. It was not as polished as it could have been with AI assistance, but it was authentic to what I believe and have experienced personally. ",I did not use any of the provided AI tools during the outline stage or any other stage. All ideas were generated from me. ,"I can see how AI could be helpful in helping people brainstorm ideas. It was important to me that the ideas generated come from my own lived in experiences. I do think in some cases it is okay to use AI as a jumping off point, but I feel it is equally as important that the majority of the information comes from ones own thought processes, especially when it comes to an opinion piece. ",677edb96bb091e27806608b9,b2,2
7,7,7,1,7,7,97,96,,,,67d41706b93041fcbe3c570b,a3,4
7,7,7,4,7,6,82,92,"ideas,arguments ane structure reflect my own reasoning","ideas,arguments ane structure reflect my own reasoning",none,67eac4d6bf3d1c4df7bd65df,b3,4
5,6,6,5,6,6,95,85,"The points I wanted to mention were all still there after the AI tool, just a slightly poiished version. There was one instance where the AI made a counter arguement bit it didn't fit the flow of thr essay so I took it out. ","Reading it back, most of the text seemed relatively unchanged, I did seemingly make a lot f typos which were spotted and fixed. ",Seems like a great tool.,5bb756696322c5000159756c,b1,4
6,6,6,5,6,5,97,84,"I felt this essay was mine as I initially made my outline and followed it as closely as possible.  I was not influenced in my opinions by using the AI assistance, but rather used it as a writing tool.","The ideas in the essay were mine, the AI simply assisted with making sure it could be easily understood.",The outline and revision steps were very helpful.,5fc2c0cfdb80f9025c6b4810,a3,4
7,7,7,7,6,7,96,98,"I wrote it the way I typically write such things. I used the AI at the end but it was more like a glorified spell-check. It pointed out a couple of things I missed since I had to write and refine this in such a hurry. However, its suggestions for refining arguments were nothing I would have used. In some cases they were counter to the argument I was making.","I wrote it, and I only used the AI to find a spelling error and some repetitive words. The AI did not contribute anything to the ideas I was writing about.","I did this as I tend to write; I don't start with a typical outline, I write without structure and then, afterwards, I sort through it to form an outline. I find it easier because then I have some ideas to work with and categorize. I didn't really have time or space to do it this way, so I skipped the usual outline and went right to the first draft. The AI did not offer any improved arguments, and it also was clearly not cognizant of why I wrote some sentences the way I did. However, it was very good at catching some repeated words, and at least one spelling error. I wouldn't call that a major contribution in terms of content, though.",6729f313d7f4a118598bc4cf,a2,4
3,6,4,7,6,5,18,6,"I use both AI and Grammarly for all of my marketing daily due to the heavy workload I have across a full business.  I find this is my weakest area, but I learn so much more from it.   I felt like I worried about the timing as I take longer, hence this is why I use AI.  I owned what I did but the improvements your software came up with were far more than I have used before and I love this.  It would be perfect software that I could rely on daily, so I could work on sales and financials and grow the company.",AI improved with statistics on sustainability within travel.  I would have to research to get these figures and AI did this in seconds.,"Sometimes I find AI can read things incorrectly and come up with the wrong changes; however, if you tweak your wording, it immediately understands you and even apologises and then within seconds gives you the full details on what to enter.  I did like the extra ideas etc, that this software provided and added to my written document.  I have not used this in AI and I love it.",67403de187ba0c277a19a258,a3,4
7,7,6,4,7,7,90,96,,,,67208cb4db00974fb9050f5a,a1,2
7,7,7,1,7,7,100,100,I wrote all of it by myself ,,,67df28916f79de47a12d35d9,b3,2
7,7,7,1,7,7,100,100,I feel this essay was a hundred percent mine because I generated everything in the essay by myself.,Because I generated all of the ideas by myself without the use of any aid.,The process was generally okay.,67b1e771274d3a16c4e32358,a1,4
7,7,7,1,7,7,100,100,I wrote it without much knowledge on the topic and worked hard to come up with a cohesive argument.,I didn't have access to AI editing. ,I liked how my outline was available on the right when writing the draft essay.,67d09ba717ec412519ebf44b,b1,1
6,5,5,1,6,6,100,100,,"I didnt see the option to use AI in the actual study itself, not sure whether this was present. I just got to writing. ","The time felt a bit limited, but otherwise ok. ",67e71c9c4c220e0f0df2ef30,a2,1
7,7,7,3,7,6,83,80,,,,6779c8fd10ec19bf89b5f9d8,a1,1
7,7,7,1,7,7,100,100,This essay was truly mine because I actually did write all of it. ,I actually wrote the whole essay myself. ,,65e1f75ab3efd22e847cfbf0,b3,1
